Pro_Code1,Pro_Code,Dis_Code1,Dis_Code,Vill_Code1,Vill_Code,Village_Code,Vill_Name,Village_Status,HH_Total,People_Total,Women_Total,Etnhics_Majority,Project,Road_Access,Name_HC,Facility_code,Km_HC,Name_DH,Km_DH,Name_PH,Km_PH,Avg_HH_Size,Poor_HH,Expost_Code,Village_Town,HEF_Members1,SHEF_Members,DH_catg,Mem_Year
13,13,5,1305,1,001,1305001,ìø¦½ÀìÈ¨,1,23,145,73,2,3,1,PB-HC,12,12,Sepone DH,100,SVK-PH,308, 6.3 ,, 507 ,,145,100%,E. 51-100,2014
13,13,5,1305,2,002,1305002,ì½À¸ó­,1,17,112,55,2,3,1,PB-HC,12,15,Sepone DH,110,SVK-PH,321, 6.6 ,, 508 ,,112,100%,F. 100+,2014
13,13,5,1305,3,003,1305003,ª½¯º¤,1,57,191,86,2,3,1,PB-HC,12,9,Sepone DH,120,SVK-PH,325, 3.4 ,, 509 ,,191,100%,F. 100+,2014
13,13,5,1305,4,004,1305004,¡üº¡ + ì¾¡ + ¥¼¤ªø®,1,97,583,269,2,3,1,PB-HC,12,11,Sepone DH,125,SVK-PH,332, 6.0 ,, 510 ,,583,100%,F. 100+,2014
13,13,5,1305,5,005,1305005,¦ö®¦½ìø + ì½´¾¨ + ª½ëö¸½,1,84,335,181,2,3,1,PB-HC,12,10,Sepone DH,76,SVK-PH,282, 4.0 ,, 511 ,,335,100%,E. 51-100,2014
13,13,5,1305,6,006,1305006,­¾ + ¹ìñ¤¡ö­,1,110,489,242,2,1,2,PB-HC,12,8,Sepone DH,85,SVK-PH,289, 4.4 ,, 512 ,,489,100%,E. 51-100,2014
13,13,5,1305,7,007,1305007,¦½¯º¤,1,56,253,126,2,1,2,PB-HC,12,13,Sepone DH,67,SVK-PH,276, 4.5 ,, 513 ,,253,100%,E. 51-100,2014
13,13,5,1305,8,008,1305008,°¾®ñ¤ + êÈ¾²ó¤ + ¡½©ð,1,177,933,456,2,1,3,PB-HC,12,1,Sepone DH,75,SVK-PH,272, 5.3 ,, 514 ,,933,100%,E. 51-100,2014
13,13,5,1305,9,009,1305009,ÃÏÈ + êÈ¾Á©¤ 2,1,94,435,227,2,1,2,PB-HC,12,6,Sepone DH,70,SVK-PH,272, 4.6 ,, 515 ,,435,100%,E. 51-100,2014
13,13,5,1305,10,010,1305010,­ÕÂê­ + ª½¹ì¾¸,1,87,483,239,2,1,3,PB-HC,12,16,Sepone DH,50,SVK-PH,262, 5.6 ,, 516 ,,483,100%,E. 51-100,2014
13,13,5,1305,11,011,1305011,ì½º¾­,1,31,148,64,2,3,2,LA-HC,15,15,Sepone DH,100,SVK-PH,311, 4.8 ,, 517 ,,148,100%,E. 51-100,2014
13,13,5,1305,12,012,1305012,¡ö¡Ï¾¡,1,43,223,117,2,1,2,LA-HC,15,3,Sepone DH,120,SVK-PH,319, 5.2 ,, 518 ,,223,100%,F. 100+,2014
13,13,5,1305,13,013,1305013,ª½À¯õº,1,57,350,165,2,1,2,LA-HC,15,2,Sepone DH,110,SVK-PH,308, 6.1 ,, 519 ,,350,100%,F. 100+,2014
13,13,5,1305,14,014,1305014,ì½¤ó,1,42,212,98,2,3,2,LK-HC,14,7,Sepone DH,135,SVK-PH,338, 5.0 ,, 520 ,,212,100%,F. 100+,2014
13,13,5,1305,15,015,1305015,º¾¸¼­ + ¦½ªó¤,1,55,263,124,2,1,2,LK-HC,14,9,Sepone DH,70,SVK-PH,275, 4.8 ,, 521 ,,263,100%,E. 51-100,2014
13,13,5,1305,16,016,1305016,¡½ì¾¡,1,47,213,108,2,1,2,LK-HC,14,12,Sepone DH,115,SVK-PH,323, 4.5 ,, 522 ,,213,100%,F. 100+,2014
13,13,5,1305,17,017,1305017,¯½µø¨,1,34,195,100,2,1,2,LK-HC,14,11,Sepone DH,70,SVK-PH,277, 5.7 ,, 523 ,,195,100%,E. 51-100,2014
13,13,5,1305,18,018,1305018,ì½Â¡,1,72,417,208,2,1,2,LK-HC,14,17,Sepone DH,74,SVK-PH,287, 5.8 ,, 524 ,,417,100%,E. 51-100,2014
13,13,5,1305,19,019,1305019,¦½©ø­,1,38,189,96,2,1,2,LK-HC,14,22,Sepone DH,68,SVK-PH,286, 5.0 ,, 525 ,,189,100%,E. 51-100,2014
13,13,5,1305,20,020,1305020,¦½Áì½ÃªÉ + ¦½Áì­ÀÎõº,1,111,458,232,2,1,3,SL-HC,13,20,Sepone DH,62,SVK-PH,278, 4.1 ,, 526 ,,458,100%,E. 51-100,2014
13,13,5,1305,21,021,1305021,ÃÏÈ¦½¡ó + ¸ñ¤Àìò¡ + ®ø©,1,77,454,227,2,1,1,SL-HC,13,21,Sepone DH,77,SVK-PH,294, 5.9 ,, 527 ,,454,100%,E. 51-100,2014
13,13,5,1305,22,022,1305022,ªÒÀ»õº + ¦½¡ó,1,46,201,103,2,1,3,SL-HC,13,27,Sepone DH,50,SVK-PH,273, 4.4 ,, 528 ,,201,100%,E. 51-100,2014
13,13,5,1305,23,023,1305023,ì½Àªõº¤ + ª½Áì¡,1,47,249,122,2,1,2,SL-HC,13,23,Sepone DH,31,SVK-PH,250, 5.3 ,, 529 ,,249,100%,D. 21-50,2014
13,13,5,1305,24,024,1305024,º¾¦ò¤ + ¡ö¡¡øÉ,1,128,652,329,2,1,2,DaenSV-HC,9,20,Sepone DH,60,SVK-PH,276, 5.1 ,, 530 ,,164,25%,E. 51-100,2014
13,13,5,1305,25,025,1305025,¡½ªø®­Éº¨,1,60,332,170,2,1,3,DaenSV-HC,9,45,Sepone DH,65,SVK-PH,306, 5.5 ,, 531 ,,93,28%,E. 51-100,2014
13,13,5,1305,26,026,1305026,¡½ªø®Ã¹¨È,2,47,269,140,2,1,2,DaenSV-HC,9,50,Sepone DH,45,SVK-PH,291, 5.7 ,, 532 ,,43,16%,D. 21-50,2014
13,13,5,1305,27,027,1305027,´½»¾©,1,145,658,340,2,1,2,DaenSV-HC,9,80,Sepone DH,77,SVK-PH,353, 4.5 ,, 533 ,,148,22%,E. 51-100,2014
13,13,5,1305,28,028,1305028,¡½Á¹ì¤,1,45,252,122,2,1,2,DaenSV-HC,9,65,Sepone DH,85,SVK-PH,346, 5.6 ,, 534 ,,81,32%,E. 51-100,2014
13,13,5,1305,29,029,1305029,¥¼¤,1,62,329,166,2,1,2,DaenSV-HC,9,45,Sepone DH,105,SVK-PH,346, 5.3 ,, 535 ,,180,55%,F. 100+,2014
13,13,5,1305,30,030,1305030,¸ñ¤®ò¤ + ¯½µø©,1,79,416,206,2,1,2,DaenSV-HC,9,35,Sepone DH,46,SVK-PH,277, 5.3 ,, 536 ,,302,73%,D. 21-50,2014
13,13,5,1305,31,031,1305031,¦½Ïø­ + Á¡É¤µ¾¤,1,142,790,361,2,1,3,DaenSV-HC,9,10,Sepone DH,36,SVK-PH,242, 5.6 ,, 537 ,,239,30%,D. 21-50,2014
13,13,5,1305,32,032,1305032,Á¡É¤¡ö¡ + Îº¤ÎÉ¼¸ + »ô¡,1,158,858,463,2,1,3,DaenSV-HC,9,15,Sepone DH,41,SVK-PH,252, 5.4 ,, 538 ,,317,37%,D. 21-50,2014
13,13,5,1305,33,033,1305033,¡¾©ñ®,1,91,278,140,1,1,3,DongSV-HC,8,8,Sepone DH,30,SVK-PH,234, 3.1 ,, 539 ,,45,16%,D. 21-50,2014
13,13,5,1305,34,034,1305034,¦½¡ó²ò­ + ¦¾¤,1,157,840,451,2,1,3,DongSV-HC,8,14,Sepone DH,28,SVK-PH,238, 5.4 ,, 540 ,,309,37%,D. 21-50,2014
13,13,5,1305,35,035,1305035,©ö¤Ã¹¨È + ¸ñ¤Àºó¨,1,129,800,388,2,1,3,DongSV-HC,8,3,Sepone DH,25,SVK-PH,224, 6.2 ,, 541 ,,217,27%,D. 21-50,2014
13,13,5,1305,36,036,1305036,º¾¹ð + ¦½©ô¤ + ª¾ÎÈ¾¤,1,114,575,286,2,1,3,DongSV-HC,8,16,Sepone DH,32,SVK-PH,244, 5.0 ,, 542 ,,204,35%,D. 21-50,2014
13,13,5,1305,37,037,1305037,Á¡É¤¹ì¸¤Ã¹¨È + Á¡É¤¹ì¸¤­Éº¨ + º¾©º­,2,141,698,356,2,1,2,DongSV-HC,8,5,Sepone DH,18,SVK-PH,219, 5.0 ,, 543 ,,207,30%,C. 11-20,2014
13,13,5,1305,38,038,1305038,Á¡É¤ + Á¡É¤Á¯,1,101,871,447,2,1,3,DongSV-HC,8,13,Sepone DH,19,SVK-PH,228, 8.6 ,, 544 ,,121,14%,C. 11-20,2014
13,13,5,1305,39,039,1305039,¯ú¾ÄìÈ + ì½Áº­ + ¦½¯¾­,1,141,735,382,2,1,2,DongSV-HC,8,10,Sepone DH,50,SVK-PH,256, 5.2 ,, 545 ,,735,100%,E. 51-100,2014
13,13,5,1305,40,040,1305040,ì½£ô´ + ¦½êô´,1,148,541,268,2,1,2,DongSV-HC,8,15,Sepone DH,45,SVK-PH,256, 3.7 ,, 546 ,,541,100%,D. 21-50,2014
13,13,5,1305,41,041,1305041,º¾ì¾¤Ã¹¨È + º¾ì¾¤­Éº¨ + Á¡É¤Ä£,1,184,812,420,2,1,3,DongSV-HC,8,17,Sepone DH,15,SVK-PH,228, 4.4 ,, 547 ,,322,40%,C. 11-20,2014
13,13,5,1305,42,042,1305042,¡½Á¹ì¤¡¾¤ + ¡½ì÷¡ + Á»¤¹ì¸¤ + ¸ñ¤¦½ìð,2,34,490,226,2,1,2,DongSV-HC,8,13,Sepone DH,17,SVK-PH,226, 14.4 ,, 548 ,,211,43%,C. 11-20,2014
13,13,5,1305,43,043,1305043,À§Â¯­,2,75,373,184,1,1,3,DH,5,0,Sepone DH,5,SVK-PH,213, 5.0 ,, 549 , 1 ,18,5%,B. 4-10,2014
13,13,5,1305,44,044,1305044,À´õº¤Á¦­ + ¸ñ¤®÷­ + ¹É¸¨»º¡,2,45,1064,572,2,1,3,DH,5,0,Sepone DH,7,SVK-PH,201, 23.6 ,, 550 ,,187,18%,B. 4-10,2014
13,13,5,1305,45,045,1305045,À´õº¤¥ñ­ + ¡½ì÷¡­º¡ + ­¾¹ì‰´ + Á¡É¤¥º¤ + ¹É¸¨ì½º¾,1,148,962,481,2,1,3,DH,5,0,Sepone DH,11,SVK-PH,203, 6.5 ,, 551 ,,305,32%,C. 11-20,2014
13,13,5,1305,46,046,1305046,º¾Äìú + ©ö¤­Éº¨ + Á¡É¤êº¤ + ¡½Á¹ì¤ÃÏÈ,1,64,1723,542,2,1,3,DH,5,0,Sepone DH,15,SVK-PH,207, 26.9 ,, 552 ,,202,12%,C. 11-20,2014
13,13,5,1305,47,047,1305047,¹û¸¨Á¥û¤À¡‰¾ + ¹É¸¨Á¥û¤ÃÏÈ,1,61,450,231,2,1,3,DH,5,0,Sepone DH,3,SVK-PH,211, 7.4 ,, 553 , 1 ,78,17%,A. 0-3,2014
13,13,5,1305,48,048,1305048,¸ñ¤Á¨¤Ã¹¨È + ¸ñ¤Á¨¤­Éº¨,1,109,519,285,2,1,3,DongSV-HC,8,14,Sepone DH,14,SVK-PH,213, 4.8 ,, 554 ,,478,92%,C. 11-20,2014
13,13,5,1305,49,049,1305049,Á£¸ò¤ + ¦½ºóªñ­,1,80,412,209,2,1,2,DH,5,0,Sepone DH,12,SVK-PH,210, 5.2 ,, 555 ,,376,91%,C. 11-20,2014
13,13,5,1305,50,050,1305050,¹û¸¨ªñ­ + ¹É¸¨²ö¤ + ¸ñ¤§É¾¤,1,61,352,175,2,1,3,DH,5,0,Sepone DH,4,SVK-PH,208, 5.8 ,, 556 , 1 ,300,85%,B. 4-10,2014
13,13,5,1305,51,051,1305051,¦½Á¡¤,1,72,399,204,2,1,1,PH-HC,10,0,Sepone DH,19,SVK-PH,200, 5.5 ,, 557 ,,131,33%,C. 11-20,2014
13,13,5,1305,52,052,1305052,²½Âì½ + ¡½êò + ¡ö¡¦É¾­,1,50,186,88,2,1,1,PH-HC,10,12,Sepone DH,30,SVK-PH,227, 3.7 ,, 558 ,,132,71%,D. 21-50,2014
13,13,5,1305,53,053,1305053,¹û¸¨¨ˆ¤,1,62,230,75,2,1,1,PH-HC,10,3,Sepone DH,14,SVK-PH,229, 3.7 ,, 559 ,,127,55%,C. 11-20,2014
13,13,5,1305,54,054,1305054,ªý¾¨,1,70,356,174,2,1,1,SL-HC,13,25,Sepone DH,70,SVK-PH,235, 5.1 ,, 560 ,,356,100%,E. 51-100,2014
13,13,5,1305,55,055,1305055,¹ö¸­¾ + º¾Àìó­ + ¯÷¤©ò­ÏÓ,1,113,449,226,2,1,1,SL-HC,13,19,Sepone DH,75,SVK-PH,290, 4.0 ,, 561 ,,449,100%,E. 51-100,2014
13,13,5,1305,56,056,1305056,§¼¤»‰´ + ¸ñ¤¹ó­ + ¡½À­®,2,179,477,228,2,1,1,SL-HC,13,15,Sepone DH,80,SVK-PH,291, 2.7 ,, 562 ,,477,100%,E. 51-100,2014
13,13,5,1305,57,057,1305057,£ø­ + ¦½­º¨,1,69,274,138,2,1,1,SL-HC,13,18,Sepone DH,90,SVK-PH,304, 4.0 ,, 563 ,,274,100%,E. 51-100,2014
13,13,5,1305,58,058,1305058,¦½À¸©ÃªÉ + ¦½À¸©ÀÎõº,1,63,323,164,2,1,3,PH-HC,10,4,Sepone DH,15,SVK-PH,215, 5.1 ,, 564 ,,149,46%,C. 11-20,2014
13,13,5,1305,59,059,1305059,¯½¤¾ + ­Õ£É¾¤ + ¹É¸¨¯ø­ÃªÉ,1,74,475,284,2,1,3,PH-HC,10,7,Sepone DH,25,SVK-PH,228, 6.4 ,, 565 ,,151,32%,D. 21-50,2014
13,13,5,1305,60,060,1305060,ì¾©¹Ó + ì¾©¦É¾­ + ¹É¸¨¯ø­ÀÎõº+¡½ìùÈ,1,150,734,375,2,1,3,LH-HC,11,8,Sepone DH,31,SVK-PH,235, 4.9 ,, 566 ,,734,100%,D. 21-50,2014
13,13,5,1305,61,061,1305061,­¾Âê­+«Õ¹¾´,1,73,375,194,1,1,3,LH-HC,11,5,Sepone DH,51,SVK-PH,252, 5.1 ,, 567 ,,375,100%,E. 51-100,2014
13,13,5,1305,62,062,1305062,¸ñ¤Ä» + ¦½ì÷¤ + ¸ñ¤²É¾¸ + Á¡É¤¥½¹ìº¤+¸ñ¤°¾,1,128,627,295,2,1,3,LH-HC,11,11,Sepone DH,68,SVK-PH,275, 4.9 ,, 568 ,,627,100%,E. 51-100,2014
13,13,5,1305,63,063,1305063,¦ö®´óú + ¦º¤Á£,1,94,490,258,2,1,3,SM-HC,7,1,Sepone DH,18,SVK-PH,215, 5.2 ,, 569 ,,164,33%,C. 11-20,2014
13,13,5,1305,64,064,1305064,Á¡É¤£õ® + êÈ¾´º¤,1,97,536,243,2,1,3,SM-HC,7,3,Sepone DH,16,SVK-PH,215, 5.5 ,, 570 ,,134,25%,C. 11-20,2014
13,13,5,1305,65,065,1305065,¸ñ¤ÏÓê÷É´ + ¡½¥ø­,1,114,369,192,2,1,2,SM-HC,7,8,Sepone DH,27,SVK-PH,231, 3.2 ,, 571 ,,38,10%,D. 21-50,2014
13,13,5,1305,66,066,1305066,ì¾© + ²ø¡½¥½+²ø»º´,1,54,221,116,2,1,2,SM-HC,7,13,Sepone DH,40,SVK-PH,249, 4.1 ,, 572 ,,221,100%,D. 21-50,2014
13,13,5,1305,67,067,1305067,Á¡É¤¹ö¸¯¾,1,62,493,225,2,1,3,DH,5,0,Sepone DH,8,SVK-PH,204, 8.0 ,, 573 ,,415,84%,B. 4-10,2014
13,13,5,1305,68,068,1305068,êú¾À´½,1,101,543,280,2,1,3,MC-HC,6,20,Sepone DH,30,SVK-PH,246, 5.4 ,, 574 ,,64,12%,D. 21-50,2014
13,13,5,1305,69,069,1305069,­¾¹ö¸­Õ,1,85,447,226,2,1,3,MC-HC,6,25,Sepone DH,23,SVK-PH,244, 5.3 ,, 575 ,,83,19%,D. 21-50,2014
13,13,5,1305,70,070,1305070,ì½ºðÀ¡‰¾ + ì½ºðÃÏÈ,1,176,943,490,2,1,2,MC-HC,6,20,Sepone DH,40,SVK-PH,256, 5.4 ,, 576 ,,108,11%,D. 21-50,2014
13,13,5,1305,71,071,1305071,Á¡É¤¡¸ó,2,58,321,143,2,1,3,MC-HC,6,17,Sepone DH,22,SVK-PH,235, 5.5 ,, 577 ,,6,2%,D. 21-50,2014
13,13,5,1305,72,072,1305072,´ñ­¥ó + ¸ñ¤£ö©,2,99,314,164,2,1,3,MC-HC,6,2,Sepone DH,20,SVK-PH,218, 3.2 ,,578,,155,49%,C. 11-20,2014
13,13,5,1305,73,073,1305073,­¾¹ì¸¤Ã¹¨È + ­¾¹ì¸¤­Éº¨,1,89,474,234,2,1,3,MC-HC,6,4,Sepone DH,18,SVK-PH,218, 5.3 ,,579,,175,37%,C. 11-20,2014
13,13,5,1305,74,074,1305074,ì½Â®¡¾¤ + ¹É¸¨§¾¨ + Îº¤¡ö®,1,127,624,302,2,1,3,MC-HC,6,4,Sepone DH,14,SVK-PH,214, 4.9 ,,580,,161,26%,C. 11-20,2014
13,13,5,1305,75,075,1305075,¸ñ¤¡÷¤ + ì½Â®«Õ + ¡º¤¹ó­,1,95,541,281,2,1,3,MC-HC,6,3,Sepone DH,22,SVK-PH,221, 5.7 ,,581,,198,37%,D. 21-50,2014
13,13,5,1305,76,076,1305076,Á©­¦½¹¸ñ­ + ¯½ì¾© + º¾Âì­,2,428,1923,897,2,1,3,DaenSV-HC,6,1,Sepone DH,45,SVK-PH,242, 4.5 ,,582,,415,22%,D. 21-50,2014
13,13,5,1305,77,077,1305077,À³õº¤ + ¡½¹¾­,2,159,898,441,2,1,3,DaenSV-HC,6,5,Sepone DH,43,SVK-PH,244, 5.6 ,,583,,353,39%,D. 21-50,2014
13,13,5,1305,78,078,1305078,¹û¸¨¦¾­ + ¹É¸¨ì¸¾1 + ¹É¸¨ì¸¾2,1,262,1293,661,2,1,3,DaenSV-HC,9,7,Sepone DH,40,SVK-PH,243, 4.9 ,,584,,184,14%,D. 21-50,2014
13,13,5,1305,79,079,1305079,©ö¤¦½¹¸ñ­ + ¦½Á¹ì¸ + ²½ìËº¤,2,212,1134,543,2,1,3,DongSV-HC,8,1,Sepone DH,23,SVK-PH,220, 5.3 ,,585,,225,20%,D. 21-50,2014
13,13,5,1305,80,080,1305080,êú¾Â¢È¤ + Â²­êº¤,2,202,1101,537,1,1,3,DH,5,0,Sepone DH,2,SVK-PH,198, 5.5 ,,586,1,58,5%,A. 0-3,2014
13,13,5,1305,81,081,1305081,º÷©ö´¦÷¡ + ¦ö®­Õ + ¹ö¸¢ö¸,2,170,1090,576,1,1,3,DH,5,0,Sepone DH,3,SVK-PH,199, 6.4 ,,587,1,23,2%,A. 0-3,2014
13,13,5,1305,82,082,1305082,¦º­´óÄ§ + ì½£º­¦ó,2,152,1085,444,1,1,3,DH,5,0,Sepone DH,1,SVK-PH,197, 7.1 ,,588,1,3,0%,A. 0-3,2014
13,13,5,1305,83,083,1305083,¸ö¤¸òÄì,2,248,1149,529,1,1,3,DH,5,0,Sepone DH,1,SVK-PH,197, 4.6 ,,589,1,35,3%,A. 0-3,2014
13,13,5,1305,84,084,1305084,Â²­´È¸¤ + ¸ñ¤£ø­,1,295,1517,751,1,1,3,DH,5,0,Sepone DH,2.2,SVK-PH,198.2, 5.1 ,,590,1,206,14%,A. 0-3,2014
13,13,5,1305,85,085,1305085,­¾®Ò + ¸ñ¤£¸¾¨,1,346,1772,862,1,1,3,DH,5,0,Sepone DH,6,SVK-PH,202, 5.1 ,,591,,137,8%,B. 4-10,2014
13,13,5,1305,86,086,1305086,Â²­Ä» + ¸ñ¤Ïø + Á¡É¤£ñ­,1,208,1620,873,2,1,3,PH-HC,10,1,Sepone DH,15,SVK-PH,212, 7.8 ,,592,,152,9%,C. 11-20,2014
13,13,5,1305,87,087,1305087,¹û¸¨¥ñ¤À¡‰¾ + ¹É¸¨¥ñ¤ÃÏÈ,1,131,653,308,2,1,3,MC-HC,6,5,Sepone DH,18,SVK-PH,219, 5.0 ,,593,,227,35%,C. 11-20,2014
13,13,5,1305,88,088,1305088,Â²Ä§,2,145,741,312,1,1,3,MC-HC,6,3,Sepone DH,15,SVK-PH,214, 5.1 ,,594,,50,7%,C. 11-20,2014
13,13,9,1309,2,002,1309002, Â­­¦ø¤,1,100,673,345,2,2,3,DH,16,,DH,30,SVK,85, 6.7 ,,111,,0,0%,D. 21-50,2014
13,13,9,1309,3,003,1309003, Â²­ª¾©,1,191,1316,651,2,2,3,TL,16n,,DH,39,SVK,94, 6.9 ,,112,,0,0%,D. 21-50,2014
13,13,9,1309,6,006,1309006, ²ñ¤À»¤,1,136,919,437,2,2,3,LSY,16g,,DH,29,SVK,84, 6.8 ,,113,,0,0%,D. 21-50,2014
13,13,9,1309,7,007,1309007, Îº¤Ä»,1,246,1335,677,2,2,3,LSY,16g,,DH,28,SVK,83, 5.4 ,,114,,0,0%,D. 21-50,2014
13,13,9,1309,8,008,1309008, ¡÷©®º­,1,312,1795,950,2,2,3,DH,16,,DH,38,SVK,93, 5.8 ,,115,,0,0%,D. 21-50,2014
13,13,9,1309,9,009,1309009, ­¾À§õº¡,1,178,1124,609,2,2,3,LSY,16g,,DH,30,SVK,85, 6.3 ,,116,,0,0%,D. 21-50,2014
13,13,9,1309,12,012,1309012, ¦ó®÷­À»õº¤,1,252,1540,771,1,2,3,DH,16,,DH,39,SVK,94, 6.1 ,,117,,0,0%,D. 21-50,2014
13,13,9,1309,13,013,1309013, Àì‰¾¦÷ìò¨¾,1,298,2006,1111,1,2,3,DH,16,,DH,27,SVK,82, 6.7 ,,118,,0,0%,D. 21-50,2014
13,13,9,1309,19,019,1309019, Â­­»ñ¤,1,178,854,454,1,2,3,LSY,16g,,DH,30,SVK,85, 4.8 ,,119,,0,0%,D. 21-50,2014
13,13,9,1309,21,021,1309021, ®ô¤ª½¹ì÷¤,1,114,727,378,2,2,3,LSY,16g,,DH,40,SVK,95, 6.4 ,,120,,0,0%,D. 21-50,2014
13,13,9,1309,23,023,1309023, ©ö¤Ï¾¡¡Ò,1,165,967,488,2,2,3,LSY,16g,,DH,39,SVK,94, 5.9 ,,121,,0,0%,D. 21-50,2014
13,13,9,1309,24,024,1309024, Îº¤¹¨É¾´É¾,1,108,679,363,2,2,3,LSY,16g,,DH,39,SVK,94, 6.3 ,,122,,0,0%,D. 21-50,2014
13,13,9,1309,26,026,1309026, Â­­£ø­,1,133,963,507,2,2,3,LSY,16g,,DH,40,SVK,95, 7.2 ,,123,,0,0%,D. 21-50,2014
13,13,9,1309,28,028,1309028, Â²­¦½º¾©,1,89,591,290,2,2,3,LSY,16g,,DH,39,SVK,94, 6.6 ,,124,,0,0%,D. 21-50,2014
13,13,9,1309,29,029,1309029, ²¾¨¢º¤,1,146,1095,547,2,2,3,LSY,16g,,DH,25,SVK,80, 7.5 ,,125,,0,0%,D. 21-50,2014
13,13,9,1309,31,031,1309031, Â²­Â©¡,1,123,784,375,2,2,3,LSY,16g,,DH,30,SVK,85, 6.4 ,,126,,0,0%,D. 21-50,2014
13,13,9,1309,32,032,1309032, Ïº¤À¯ñ©,1,82,554,280,2,2,3,LSY,16g,,DH,18,SVK,73, 6.8 ,,127,,0,0%,C. 11-20,2014
13,13,9,1309,35,035,1309035, ¨¾¤¦ø¤,1,187,925,428,2,2,3,DH,16,,DH,23,SVK,78, 4.9 ,,128,,0,0%,D. 21-50,2014
13,13,9,1309,36,036,1309036, £¿Á£­,1,87,570,277,2,2,3,DH,16,,DH,30,SVK,85, 6.6 ,,129,,0,0%,D. 21-50,2014
13,13,9,1309,37,037,1309037, ¸ñ©ê½­¾,1,184,1029,547,1,2,3,DH,16,,DH,20,SVK,75, 5.6 ,,130,,0,0%,C. 11-20,2014
13,13,9,1309,38,038,1309038, Â²­´È¸¤,1,416,2312,1185,1,2,3,LSY,16g,,DH,20,SVK,75, 5.6 ,,131,,0,0%,C. 11-20,2014
13,13,9,1309,40,040,1309040, Á¦­,1,131,439,439,2,2,3,LSY,16g,,DH,30,SVK,85, 3.4 ,,132,,0,0%,D. 21-50,2014
13,13,9,1309,45,045,1309045, ì¿¥ñ­,1,421,2794,1352,1,2,3,LSY,16g,,DH,25,SVK,80, 6.6 ,,133,,0,0%,D. 21-50,2014
13,13,9,1309,47,047,1309047, À§,1,111,632,255,1,2,3,LSY,16g,,DH,33,SVK,88, 5.7 ,,134,,0,0%,D. 21-50,2014
13,13,9,1309,50,050,1309050, êú¾´È¸¤,1,147,845,445,1,2,3,LSY,16g,,DH,30,SVK,85, 5.7 ,,135,,0,0%,D. 21-50,2014
13,13,9,1309,51,051,1309051, ©ö¤À´õº¤,1,127,741,373,1,2,3,DH,16,,DH,28,SVK,83, 5.8 ,,136,,0,0%,D. 21-50,2014
13,13,9,1309,52,052,1309052, ®ô¡©ö¤,1,115,752,392,2,2,3,LSY,16g,,DH,15,SVK,70, 6.5 ,,137,,0,0%,C. 11-20,2014
13,13,9,1309,53,053,1309053, Â£¡ÁìÉ¤,1,133,950,489,2,2,3,DH,16,,DH,17,SVK,72, 7.1 ,,138,,0,0%,C. 11-20,2014
13,13,9,1309,54,054,1309054, Ä°È¹ìÉº´,1,86,631,334,2,2,3,LSY,16g,,DH,17,SVK,72, 7.3 ,,139,,0,0%,C. 11-20,2014
13,13,9,1309,55,055,1309055, Ïº¤¡½ìÈº¤,1,148,917,503,2,2,3,DH,16,,DH,20,SVK,75, 6.2 ,,140,,0,0%,C. 11-20,2014
13,13,9,1309,57,057,1309057, ­¾­ö¡¢¼­,1,185,1165,614,2,2,3,LSY,16g,,DH,25,SVK,80, 6.3 ,,141,,0,0%,D. 21-50,2014
13,13,9,1309,58,058,1309058, ¢º­ÁªÉ,1,101,740,376,2,2,3,LSY,16g,,DH,19,SVK,74, 7.3 ,,142,,0,0%,C. 11-20,2014
13,13,9,1309,59,059,1309059, ¹û¸¨¨¾¤,1,110,776,371,2,2,3,DH,16,,DH,23,SVK,78, 7.1 ,,143,,0,0%,D. 21-50,2014
13,13,9,1309,61,061,1309061, ©ö¤£ñ­£ø,1,269,1561,805,2,2,3,DH,16,,DH,17,SVK,72, 5.8 ,,144,,0,0%,C. 11-20,2014
13,13,9,1309,64,064,1309064, ©ö¤©º¡Ä´É,1,104,721,338,1,2,3,LSY,16g,,DH,12,SVK,67, 6.9 ,,145,,0,0%,C. 11-20,2014
13,13,9,1309,65,065,1309065, ®ô¡êöú¤,1,194,1158,575,2,2,3,LSY,16g,,DH,14,SVK,69, 6.0 ,,146,,0,0%,C. 11-20,2014
13,13,9,1309,67,067,1309067, ©º­Á¨¤,1,166,863,429,2,2,3,DH,16,,DH,17,SVK,72, 5.2 ,,147,,0,0%,C. 11-20,2014
13,13,9,1309,69,069,1309069, ¹û¸¨Ï¾¡À¨ö¾,1,100,731,390,2,2,3,LSY,16g,,DH,22,SVK,77, 7.3 ,,148,,0,0%,D. 21-50,2014
13,13,9,1309,70,070,1309070, êú¾À´õº¤,1,168,984,517,2,2,3,LSY,16g,,DH,30,SVK,85, 5.9 ,,149,,0,0%,D. 21-50,2014
13,13,9,1309,73,073,1309073, §½£ô­ÀÏõº,1,336,1710,897,1,2,3,DH,16,,DH,26,SVK,81, 5.1 ,,150,,0,0%,D. 21-50,2014
13,13,9,1309,74,074,1309074, §½£ô­ÃªÉ,1,277,1216,603,1,2,3,LSY,16g,,DH,26,SVK,81, 4.4 ,,151,,0,0%,D. 21-50,2014
13,13,9,1309,75,075,1309075, ¦ó¸òÄì,1,180,1134,564,2,2,3,DH,16,,DH,17,SVK,72, 6.3 ,,152,,0,0%,C. 11-20,2014
